연번,구직등록일,연령,희망지역,희망직종,희망임금,장애유형,중증여부,기관분류
25365,2022-09-26,41,인천 서구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25366,2022-09-26,22,충남 금산군,사무 보조원(일반사업체),(시급)9160,시각장애,경증,공단
25367,2022-09-26,22,충남 금산군,사무 보조원(공공기관),(시급)9160,시각장애,경증,공단
25368,2022-09-26,63,부산 연제구,회계 사무원(일반 사업체),(시급)9160,뇌병변장애,경증,공단
25369,2022-09-26,27,서울 성북구,음료 조리사(바리스타 포함),(월급)2000000,지적장애,중증,공단
25370,2022-09-26,58,서울 노원구,환경 미화원,(시급)9160,시각장애,중증,공단
25371,2022-09-26,26,대구 달서구,주유원(주유판매원),(시급)9160,지적장애,중증,공단
25372,2022-09-26,38,경북 구미시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지적장애,중증,공단
25373,2022-09-26,60,울산 중구,환경 미화원,(시급)9160,청각장애,경증,공단
25374,2022-09-26,43,부산 부산진구,사무 보조원(공공기관),(시급)9160,뇌병변장애,경증,공단
25375,2022-09-26,65,울산 북구,재가 요양보호사,(월급)2000000,지체장애,경증,공단
25376,2022-09-26,19,광주 광산구,자동차 부분품 조립·검사원,(시급)9160,지적장애,중증,공단
25377,2022-09-26,29,충북 충주시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,정신장애,경증,공단
25378,2022-09-26,61,경남 김해시,기타 식품가공 종사원,(시급)9160,지체장애,경증,공단
25379,2022-09-26,22,충남 홍성군,사무 보조원(공공기관),(시급)9160,지적장애,중증,공단
25380,2022-09-26,22,충남 홍성군,사무 보조원(일반사업체),(시급)9160,지적장애,중증,공단
25381,2022-09-26,25,충남 천안시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지체장애,경증,공단
25382,2022-09-26,41,경기 부천시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,시각장애,경증,공단
25383,2022-09-26,31,울산 중구,사무 보조원(일반사업체),(시급)9160,청각장애,경증,공단
25384,2022-09-26,62,경기 수원시,환경 미화원,(시급)9160,지체장애,경증,공단
25385,2022-09-26,52,인천 부평구,세탁원(다림질원),(시급)9160,신장장애,중증,공단
25386,2022-09-26,37,경기 성남시 수정구,제과·제빵원,(시급)9160,지적장애,중증,공단
25387,2022-09-26,40,서울 영등포구,메이크업아티스트 및 뷰티매니저,(시급)9160,정신장애,중증,공단
25388,2022-09-26,57,인천 연수구,재가 요양보호사,(월급)1500000,신장장애,중증,공단
25389,2022-09-26,66,경기 파주시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지체장애,경증,공단
25390,2022-09-26,22,경기 수원시,영상·음향기기 등 기타 전기·전자 기기 설치·수리원,(시급)9160,정신장애,경증,공단
25391,2022-09-26,54,경기 오산시,시설 요양보호사(노인요양사),(시급)9160,신장장애,경증,공단
25392,2022-09-26,43,부산 영도구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,정신장애,중증,공단
25393,2022-09-26,52,부산 부산진구,재무 사무원,(월급)2000000,청각장애,경증,공단
25394,2022-09-26,49,인천 미추홀구,사무 보조원(일반사업체),(시급)9160,청각장애,경증,공단
25395,2022-09-26,60,서울 강동구,재가 요양보호사,(시급)9160,지체장애,경증,공단
25396,2022-09-26,67,대구 달성군,경·소형 화물차 운전원,(시급)9160,청각장애,경증,공단
25397,2022-09-26,57,부산 해운대구,"기타 자동차 운전원(렌터카,구급차,우편차,자동차선적 등)",(시급)9160,지체장애,경증,공단
25398,2022-09-26,57,부산 해운대구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지체장애,경증,공단
25399,2022-09-26,56,인천 계양구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,뇌병변장애,경증,공단
25400,2022-09-26,31,인천 미추홀구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25401,2022-09-26,22,대구 북구,사무 보조원(공공기관),(시급)9160,자폐성장애,중증,공단
25402,2022-09-26,25,인천 중구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25403,2022-09-26,25,대전 서구,주입·포장·상표부착기 등 기타 기계 조작원,(시급)9160,지적장애,중증,공단
25404,2022-09-26,26,인천 미추홀구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,자폐성장애,중증,공단
25405,2022-09-26,61,충북 청주시,택시 운전원,(시급)9160,지체장애,경증,공단
25406,2022-09-26,54,강원 원주시,한식 조리사(일반 음식점),(시급)9160,신장장애,중증,공단
25407,2022-09-26,70,대구 달성군,환경 미화원,(시급)9160,지체장애,경증,공단
25408,2022-09-26,31,충남 천안시,총무 및 일반 사무원,(시급)9160,신장장애,중증,공단
25409,2022-09-26,30,서울 서대문구,조련사(공연)·마술사 등 기타 시각 및 공연 예술가,(시급)9160,시각장애,중증,공단
25410,2022-09-26,30,서울 서대문구,조련사(공연)·마술사 등 기타 시각 및 공연 예술가,(시급)9160,시각장애,중증,공단
25411,2022-09-26,55,대전 서구,매장 정리원(매장 보조원),(시급)9160,지적장애,중증,공단
25412,2022-09-26,48,대구 남구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,정신장애,중증,공단
25413,2022-09-26,60,경남 진주시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,정신장애,중증,공단
25414,2022-09-26,18,광주 남구,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
25415,2022-09-26,55,서울 중구,가수 및 성악가,(시급)9160,시각장애,중증,공단
25416,2022-09-26,53,경남 김해시,경리 사무원(일반사업체),(월급)1900000,지체장애,경증,공단
25417,2022-09-26,52,서울 구로구,가수 및 성악가,(시급)9160,시각장애,중증,공단
25418,2022-09-26,57,광주 서구,시설 요양보호사(노인요양사),(시급)9160,시각장애,경증,공단
25419,2022-09-26,31,강원 원주시,외국어 교사,(시급)9160,지체장애,경증,공단
25420,2022-09-26,43,서울 양천구,사무 보조원(일반사업체),(시급)9160,뇌병변장애,중증,공단
25421,2022-09-26,51,광주 광산구,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,정신장애,중증,공단
25422,2022-09-26,56,부산 부산진구,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",(시급)9160,지체장애,중증,공단
25423,2022-09-26,66,경기 안산시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(월급)2000000,지체장애,경증,공단
25424,2022-09-26,42,충남 천안시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,청각장애,경증,공단
25425,2022-09-26,49,서울 서초구,"교육연수기관 및 기업체내 강사(리더십, 서비스마인드 등)",(월급)1000000,시각장애,경증,공단
25426,2022-09-26,54,인천 남동구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(월급)2000000,지체장애,경증,공단
25427,2022-09-27,66,서울 영등포구,사무 보조원(일반사업체),(시급)9160,시각장애,경증,공단
25428,2022-09-27,40,인천 미추홀구,LED 부품·제품 조립·검사원,(시급)9160,뇌병변장애,중증,공단
25429,2022-09-27,55,경기 용인시 처인구,사무 보조원(공공기관),(시급)9160,지체장애,중증,공단
25430,2022-09-27,65,서울 종로구,사무 보조원(일반사업체),(시급)9160,지체장애,경증,공단
25431,2022-09-27,59,경기 부천시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,시각장애,경증,공단
25432,2022-09-27,59,경기 부천시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,시각장애,경증,공단
25433,2022-09-27,47,서울 송파구,생산·품질 사무원 및 관리원(음식료품),(월급)2000000,지적장애,중증,공단
25434,2022-09-27,44,경남 양산시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25435,2022-09-27,48,충북 청주시 청원구,생산·품질 사무원 및 관리원(그 외 분야),(시급)9160,시각장애,경증,공단
25436,2022-09-27,42,서울 광진구,생산·품질 사무원 및 관리원(음식료품),(월급)2000000,지적장애,중증,공단
25437,2022-09-27,43,서울 노원구,환경 미화원,(시급)9160,지적장애,중증,공단
25438,2022-09-27,66,서울 성북구,경리 사무원(일반사업체),(월급)2000000,지체장애,경증,공단
25439,2022-09-27,59,서울 강서구,가수 및 성악가,(시급)9160,시각장애,중증,공단
25440,2022-09-27,44,제주 제주시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)8720,지적장애,중증,공단
25441,2022-09-27,72,서울 노원구,환경 미화원,(시급)9160,지체장애,경증,공단
25442,2022-09-27,50,서울 은평구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(월급)2000000,지체장애,중증,공단
25443,2022-09-27,46,광주 남구,물류 사무원(물류 관리사),(시급)9160,청각장애,중증,공단
25444,2022-09-27,35,경남 김해시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25445,2022-09-27,39,대구 동구,의류 판매원,(월급)2000000,지체장애,경증,공단
25446,2022-09-27,54,경북 구미시,식품 분야 단순 종사원,(시급)9160,정신장애,중증,공단
25447,2022-09-27,44,경기 고양시,산업용 냉동·냉장·공조기 설치·정비원,(연봉)25000000,지체장애,경증,공단
25448,2022-09-27,33,인천 중구,LED 부품·제품 조립·검사원,(시급)9160,지적장애,중증,공단
25449,2022-09-27,56,대구 동구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,뇌병변장애,중증,공단
25450,2022-09-27,38,서울 종로구,음료 조리사(바리스타 포함),(월급)2000000,지적장애,중증,공단
25451,2022-09-27,40,충남 서산시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,정신장애,경증,공단
25452,2022-09-27,61,경북 구미시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,청각장애,경증,공단
25453,2022-09-27,30,대전 대덕구,사무 보조원(공공기관),(시급)9160,지적장애,중증,공단
25454,2022-09-27,54,서울 송파구,사무 보조원(공공기관),(월급)2000000,정신장애,중증,공단
25455,2022-09-27,31,서울 노원구,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
25456,2022-09-27,64,서울 중구,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",(월급)2000000,지체장애,경증,공단
25457,2022-09-27,45,대구 중구,사무 보조원(일반사업체),(시급)9160,지체장애,중증,공단
25458,2022-09-27,31,대구 북구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25459,2022-09-27,64,대구 중구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지체장애,경증,공단
25460,2022-09-27,40,인천 계양구,LED 부품·제품 조립·검사원,(시급)9160,정신장애,중증,공단
25461,2022-09-27,35,부산 부산진구,콜센터 상담원(콜센터·고객센터·CS센터),(시급)9160,지체장애,경증,공단
25462,2022-09-27,61,경기 용인시 수지구,부동산·임대업 관리자,(시급)9160,지체장애,중증,공단
25463,2022-09-27,41,경기 부천시,LED 부품·제품 조립·검사원,(시급)9160,정신장애,중증,공단
25464,2022-09-27,72,서울 은평구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(월급)2000000,청각장애,경증,공단
25465,2022-09-27,33,전북 익산시,사무 보조원(공공기관),(시급)9160,지적장애,중증,공단
25466,2022-09-27,33,전북 익산시,사무 보조원(공공기관),(월급)1950000,지적장애,중증,공단
25467,2022-09-27,30,서울 광진구,생산·품질 사무원 및 관리원(음식료품),(월급)2000000,자폐성장애,중증,공단
25468,2022-09-27,43,충남 천안시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25469,2022-09-27,29,충남 아산시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25470,2022-09-27,28,인천 계양구,LED 부품·제품 조립·검사원,(시급)9160,지적장애,중증,공단
25471,2022-09-27,29,서울 은평구,사무 보조원(일반사업체),(월급)2000000,지적장애,중증,공단
25472,2022-09-27,26,부산 영도구,어패류(수산물) 가공기계 조작원,(시급)9160,지적장애,중증,공단
25473,2022-09-27,47,충남 아산시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25474,2022-09-27,37,경기 하남시,섬유·의복 분야 단순 종사원,(시급)9160,뇌병변장애,경증,공단
25475,2022-09-27,43,인천 동구,사무 보조원(공공기관),(시급)9160,지체장애,경증,공단
25476,2022-09-27,26,서울 구로구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25477,2022-09-27,55,서울 중구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(월급)2000000,시각장애,경증,공단
25478,2022-09-27,36,강원 춘천시,수영·골프·테니스·배드민턴·탁구 등 스포츠 강사,(시급)9160,시각장애,중증,공단
25479,2022-09-27,24,부산 금정구,기타 보건·의료 서비스 종사원,(시급)9160,지적장애,중증,공단
25480,2022-09-27,27,경기 부천시,LED 부품·제품 조립·검사원,(시급)9160,지적장애,중증,공단
25481,2022-09-27,24,경기 고양시 덕양구,사무 보조원(공공기관),(월급)1000000,지적장애,중증,공단
25482,2022-09-27,27,충남 아산시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,자폐성장애,중증,공단
25483,2022-09-27,61,대전광역시,아파트·빌라 경비원,(월급)2000000,시각장애,경증,공단
25484,2022-09-27,23,전북 익산시,사무 보조원(공공기관),(월급)1950000,지적장애,중증,공단
25485,2022-09-27,23,전북 익산시,사무 보조원(공공기관),(월급)1950000,지적장애,중증,공단
25486,2022-09-27,24,경남 통영시,사무 보조원(일반사업체),(시급)9160,지적장애,중증,공단
25487,2022-09-27,24,광주 서구,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)8720,지적장애,중증,공단
25488,2022-09-27,23,충남 아산시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25489,2022-09-27,52,서울 중구,사무 보조원(일반사업체),(월급)2000000,정신장애,중증,공단
25490,2022-09-27,49,경기 고양시,경리 사무원(아파트·빌딩),(연봉)24000000,지체장애,경증,공단
25491,2022-09-27,32,서울특별시,매장 정리원(매장 보조원),(시급)9160,지적장애,중증,공단
25492,2022-09-27,22,인천 계양구,LED 부품·제품 조립·검사원,(시급)9160,지적장애,중증,공단
25493,2022-09-27,24,충북 청주시,주입·포장·상표부착기 등 기타 기계 조작원,(시급)9160,뇌병변장애,중증,공단
25494,2022-09-27,23,서울 성북구,사무 보조원(일반사업체),(월급)2000000,지적장애,중증,공단
25495,2022-09-27,31,경기 남양주시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25496,2022-09-27,61,경남 통영시,공사현장 경비원,(시급)9160,지체장애,경증,공단
25497,2022-09-27,30,서울 서대문구,음료 조리사(바리스타 포함),(월급)1000000,정신장애,경증,공단
25498,2022-09-27,30,서울 중구,음료 조리사(바리스타 포함),(월급)1000000,정신장애,경증,공단
25499,2022-09-27,27,충북 청주시,"지휘자, 작곡가 및 연주가",(시급)9160,지적장애,중증,공단
25500,2022-09-27,24,인천 계양구,LED 부품·제품 조립·검사원,(시급)9160,지적장애,중증,공단
25501,2022-09-27,52,경기 수원시,병원행정 사무원(원무),(시급)9160,뇌병변장애,중증,공단
25502,2022-09-27,22,경남 양산시,사서,(시급)9160,지적장애,중증,공단
25503,2022-09-27,21,경기 시흥시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
25504,2022-09-27,21,부산 해운대구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,언어장애,경증,공단
25505,2022-09-27,24,광주 광산구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25506,2022-09-27,37,경기 시흥시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
25507,2022-09-27,34,경기 남양주시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,뇌병변장애,경증,공단
25508,2022-09-27,51,인천 부평구,사무 보조원(공공기관),(시급)9160,지체장애,중증,공단
25509,2022-09-27,23,전남 순천시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
25510,2022-09-27,22,서울 강서구,의료 보조원,(시급)9160,지적장애,중증,공단
25511,2022-09-27,40,서울 성동구,사무 보조원(일반사업체),(월급)2000000,정신장애,중증,공단
25512,2022-09-27,31,광주 남구,사무 보조원(공공기관),(시급)9160,시각장애,경증,공단
25513,2022-09-27,23,경기 남양주시,사무 보조원(일반사업체),(월급)2000000,지적장애,중증,공단
25514,2022-09-27,23,울산 남구,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,자폐성장애,중증,공단
25515,2022-09-27,66,경기 오산시,시설 요양보호사(노인요양사),(월급)1500000,시각장애,경증,공단
25516,2022-09-27,39,부산 부산진구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25517,2022-09-27,39,부산 사하구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25518,2022-09-27,21,충남 아산시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25519,2022-09-27,25,충남 아산시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25520,2022-09-27,37,서울 광진구,생산·품질 사무원 및 관리원(그 외 분야),(월급)2000000,지적장애,중증,공단
25521,2022-09-27,38,서울 은평구,주방 보조원(일반 음식점),(시급)9160,정신장애,중증,공단
25522,2022-09-27,63,광주 동구,주차 관리·안내원,(시급)8720,지체장애,경증,공단
25523,2022-09-27,58,부산 수영구,"기타 자동차 운전원(렌터카,구급차,우편차,자동차선적 등)",(시급)9160,지체장애,경증,공단
25524,2022-09-27,43,경기 성남시,사무 보조원(일반사업체),(시급)6160,청각장애,경증,공단
25525,2022-09-27,18,서울 송파구,사무 보조원(공공기관),(시급)9160,지적장애,중증,공단
25526,2022-09-27,58,서울 강서구,총무 및 일반 사무원,(시급)9160,지체장애,경증,공단
25527,2022-09-27,22,전북 전주시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)8720,지적장애,중증,공단
25528,2022-09-27,20,서울 강동구,음료 조리사(바리스타 포함),(월급)1800000,지적장애,중증,공단
25529,2022-09-27,20,경기 하남시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25530,2022-09-27,63,부산 해운대구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,정신장애,중증,공단
25531,2022-09-27,20,서울 강동구,음료 조리사(바리스타 포함),(시급)9160,자폐성장애,중증,공단
25532,2022-09-27,27,경기 시흥시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,자폐성장애,중증,공단
25533,2022-09-27,36,서울 관악구,사무 보조원(공공기관),(시급)9160,정신장애,중증,공단
25534,2022-09-27,40,경기 부천시,LED 부품·제품 조립·검사원,(시급)9160,지적장애,중증,공단
25535,2022-09-27,63,대구 동구,조경시설물 설치원,(시급)9160,청각장애,경증,공단
25536,2022-09-27,52,인천광역시,가수 및 성악가,(시급)9160,뇌병변장애,경증,공단
25537,2022-09-27,56,서울 강남구,환경 미화원,(시급)9160,뇌병변장애,경증,공단
25538,2022-09-27,43,경기 성남시 분당구,임상심리사(심리치료사),(월급)2000000,지체장애,중증,공단
25539,2022-09-27,55,서울 도봉구,총무 및 일반 사무원,(월급)2000000,시각장애,경증,공단
25540,2022-09-27,20,충남 서산시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25541,2022-09-27,21,경기 용인시,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
25542,2022-09-27,58,부산 수영구,환경 미화원,(시급)9160,청각장애,경증,공단
25543,2022-09-27,57,서울 은평구,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),(월급)2000000,뇌병변장애,경증,공단
25544,2022-09-27,58,서울 구로구,환경 미화원,(월급)2000000,청각장애,경증,공단
25545,2022-09-27,21,대구 북구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25546,2022-09-27,22,서울 노원구,사무 보조원(일반사업체),(월급)2000000,지적장애,중증,공단
25547,2022-09-27,32,충북 청주시 상당구,기타 기계 조립·검사원,(시급)9160,지적장애,중증,공단
25548,2022-09-27,39,부산 사하구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,정신장애,중증,공단
25549,2022-09-27,38,경기 여주시,채소·특용작물 재배원,(시급)9160,지적장애,중증,공단
25550,2022-09-27,31,인천 부평구,LED 부품·제품 조립·검사원,(시급)9160,지적장애,중증,공단
25551,2022-09-27,20,충남 예산군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25552,2022-09-27,20,충남 서산시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25553,2022-09-27,21,충남 서산시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25554,2022-09-27,19,충남 홍성군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25555,2022-09-27,18,경기 하남시,사무 보조원(공공기관),(시급)9160,지적장애,중증,공단
25556,2022-09-27,65,충북 청주시,주차 관리·안내원,(시급)9160,지체장애,경증,공단
25557,2022-09-27,57,충북 충주시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,뇌병변장애,경증,공단
25558,2022-09-27,63,경기 수원시,기타 경영지원 서비스 관리자,(월급)2000000,지체장애,경증,공단
25559,2022-09-27,20,충남 아산시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25560,2022-09-27,61,경기 수원시,시설 요양보호사(노인요양사),(월급)1800000,지체장애,경증,공단
25561,2022-09-27,21,인천 계양구,LED 부품·제품 조립·검사원,(시급)9160,지적장애,중증,공단
25562,2022-09-27,20,대구 동구,사무 보조원(일반사업체),(시급)8190,지적장애,중증,공단
25563,2022-09-27,62,부산 사하구,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),(월급)1100000,지체장애,경증,공단
25564,2022-09-27,27,서울 성북구,음료 조리사(바리스타 포함),(월급)2000000,지적장애,중증,공단
25565,2022-09-27,58,부산 서구,환경 미화원,(시급)9160,신장장애,경증,공단
25566,2022-09-27,55,경기 고양시,모니터 요원,(시급)9160,신장장애,중증,공단
25567,2022-09-27,70,충북 충주시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지체장애,경증,공단
25568,2022-09-27,20,충남 예산군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25569,2022-09-27,18,경기 안양시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
25570,2022-09-27,63,대구 달성군,환경 미화원,(시급)9160,지체장애,중증,공단
25571,2022-09-27,47,전남 여수시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지체장애,경증,공단
25572,2022-09-27,47,전남 여수시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지체장애,경증,공단
25573,2022-09-27,60,경기 성남시,사무 보조원(일반사업체),(시급)9160,지체장애,경증,공단
25574,2022-09-27,24,경기 성남시,사무 보조원(공공기관),(시급)9160,지적장애,중증,공단
25575,2022-09-27,60,인천 남동구,재가 요양보호사,(시급)9160,지체장애,경증,공단
25576,2022-09-27,60,경기 안산시,기타 기계 조립·검사원,(월급)1000000,지체장애,경증,공단
25577,2022-09-27,66,대구 동구,재가 요양보호사,(시급)9160,지체장애,경증,공단
25578,2022-09-27,43,경남 김해시,청소원,(월급)1000000,정신장애,중증,공단
25579,2022-09-27,45,부산 북구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,시각장애,경증,공단
25580,2022-09-27,49,서울 성북구,사무 보조원(공공기관),(시급)9160,지체장애,중증,공단
25581,2022-09-27,32,강원 원주시,각종 단체 및 기타 고객서비스 관리자,(시급)9160,지적장애,중증,공단
25582,2022-09-27,62,울산 울주군,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",(시급)9160,지체장애,경증,공단
25583,2022-09-27,19,인천 연수구,기타 기계 조립·검사원,(시급)9160,지적장애,중증,공단
25584,2022-09-27,63,서울 강남구,재가 요양보호사,(월급)1000000,시각장애,경증,공단
25585,2022-09-27,53,강원 강릉시,사무 보조원(공공기관),(시급)9160,정신장애,중증,공단
25586,2022-09-27,57,인천 강화군,기타 비금속제품 생산기계 조작원,(월급)2000000,청각장애,중증,공단
25587,2022-09-27,48,부산 사상구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,청각장애,중증,공단
25588,2022-09-27,54,인천 계양구,LED 부품·제품 조립·검사원,(시급)9160,지체장애,중증,공단
25589,2022-09-27,43,부산 해운대구,사무 보조원(공공기관),(시급)9160,지체장애,경증,공단
25590,2022-09-27,45,인천 미추홀구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지체장애,경증,공단
25591,2022-09-27,43,강원 원주시,사무 보조원(공공기관),(시급)9160,지체장애,중증,공단
25592,2022-09-27,45,경남 진해시,사무 보조원(일반사업체),(시급)9160,지체장애,중증,공단
25593,2022-09-27,43,서울 강동구,섬유·의복 분야 단순 종사원,(시급)9160,지적장애,중증,공단
25594,2022-09-27,41,경남 김해시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
25595,2022-09-28,40,부산 연제구,의료 보조원,(시급)9160,지적장애,중증,공단
25596,2022-09-28,40,부산 연제구,의료 보조원,(시급)9160,지적장애,중증,공단
25597,2022-09-28,69,경남 창원시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,시각장애,경증,공단
25598,2022-09-28,41,강원 원주시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,언어장애,경증,공단
25599,2022-09-28,48,충북 청원군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,정신장애,중증,공단
25600,2022-09-28,52,강원 원주시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지체장애,경증,공단
25601,2022-09-28,45,제주 제주시,식품 분야 단순 종사원,(시급)9160,청각장애,중증,공단
25602,2022-09-28,54,서울 종로구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(월급)1200000,정신장애,중증,공단
25603,2022-09-28,65,충북 청주시,사무 보조원(공공기관),(시급)9160,지체장애,경증,공단
25604,2022-09-28,59,서울 종로구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(월급)2000000,뇌전증장애,경증,공단
25605,2022-09-28,55,경북 안동시,기타 전자 부품·제품 조립·검사원,(시급)9160,정신장애,중증,공단
